Sentence,File
The number of deaths cases of covid19 in Kazakhstan is the same than the number of confirmed in Saint Vincent and the Grenadines in February.,total_deaths-total_confirmed
The deceased cases of virus in Gabon is the same than the recovered in Bosnia and Herzegovina in January.,total_deaths-total_recovered
New Zealand has the same total cases than Colombia in January.,total_confirmed
The number of cases of covid19 in Ecuador is the same than the number of healed in Saudi Arabia in February.,total_confirmed-total_recovered
Uzbekistan has the same new healed cases than in Tanzania in January.,new_recovered
Benin has the same total deaths toll than Estonia in February.,total_deaths
The deceased toll of coronavirus in Cuba is the same than the confirmed in Norway in January.,total_deaths-total_confirmed
The deceased toll of covid-19 in Kuwait is the same than the healed in Dominican Republic in February.,total_deaths-total_recovered
The number of deceased cases of coronavirus in Equatorial Guinea is the same than the number of healed in Spain in January.,total_deaths-total_recovered
Argentina has the same recovered people than in USA in January.,total_recovered
Cote d'Ivoire has the same total cases of virus than in Brazil in January.,total_confirmed
The number of death toll of covid-19 in Peru is the same than the number of recovered in Namibia in February.,total_deaths-total_recovered
The deaths toll of corona virus in Brazil is the same than the in Paraguay in January.,total_deaths-total_confirmed
The healed cases of corona in Pakistan is the same than the confirmed in Bolivia in January.,total_recovered-total_confirmed
USA has the same new death toll of covid19 than in United Kingdom in January.,new_deaths
The number of death toll of corona virus in Latvia is the same than the number of healed in Ecuador in February.,total_deaths-total_recovered
Tunisia has the same new healed cases of corona than in Morocco in February.,new_recovered
Sudan has the same total deaths toll of covid-19 than in Luxembourg in January.,total_deaths
The deaths toll in Paraguay is the same than the confirmed in Sudan in February.,total_deaths-total_confirmed
Jamaica has the same new death toll than Seychelles in February.,new_deaths
The number of deceased of covid-19 in Ethiopia is the same than the number of recovered in Gabon in March.,total_deaths-total_recovered
The deceased of virus in Liechtenstein is the same than the healed in South Korea in January.,total_deaths-total_recovered
Suriname has the same deceased toll of covid-19 than Belgium in January.,total_deaths
Cote d'Ivoire has the same new deaths toll of virus than Iraq in February.,new_deaths
Lithuania has the same new recovered cases of virus than Iran in January.,new_recovered
Saint Lucia has the same total death toll of covid-19 than in Singapore in February.,total_deaths
The deceased in Lebanon is the same than the in Latvia in February.,total_deaths-total_confirmed
Burkina Faso has the same total deceased toll of virus than Belarus in January.,total_deaths
Saudi Arabia has the same new deaths cases than in Slovakia in January.,new_deaths
Croatia has the same deceased cases of corona than in Cambodia in January.,total_deaths
Iceland has the same deaths of covid19 than Sri Lanka in January.,total_deaths
The deaths of covid19 in Ecuador is the same than the confirmed in Latvia in January.,total_deaths-total_confirmed
The healed cases of corona virus in Britiain is the same than the deaths in Taiwan* in January.,total_recovered-total_deaths
The deceased people in Taiwan* is the same than the healed in Cuba in January.,total_deaths-total_recovered
Netherlands has the same deaths cases of corona virus than in Ecuador in February.,total_deaths
The number of deceased cases of covid-19 in Croatia is the same than the number of healed in Honduras in February.,total_deaths-total_recovered
The deceased toll of covid19 in Canada is the same than the healed in Saint Lucia in January.,total_deaths-total_recovered
The confirmed cases of corona virus in Morocco is the same than the healed in Peru in February.,total_confirmed-total_recovered
The number of death toll of coronavirus in Paraguay is the same than the number of confirmed in Israel in January.,total_deaths-total_confirmed
The number of deaths cases of virus in USA is the same than the number of confirmed in Bolivia in January.,total_deaths-total_confirmed
Netherlands has the same deceased toll of virus than Senegal in February.,total_deaths
The healed people in Lebanon is the same than the deceased in Cameroon in January.,total_recovered-total_deaths
The recovered cases of covid-19 in USA is the same than the deaths in Oman in January.,total_recovered-total_deaths
The deceased cases of corona virus in Iceland is the same than the in Antigua and Barbuda in January.,total_deaths-total_confirmed
The number of recovered people in Sudan is the same than the number of confirmed in Jordan in February.,total_recovered-total_confirmed
Oman has the same new confirmed cases than in Antigua and Barbuda in January.,new_confirmed
Kuwait has the same deaths cases of covid-19 than in Czechia in January.,total_deaths
Bhutan has the same new death toll of covid19 than in Uruguay in February.,new_deaths
Costa Rica has the same total cases of coronavirus than Serbia in February.,total_confirmed
Hungary has the same new death toll of covid19 than Cote d'Ivoire in February.,new_deaths
South Africa has the same new deceased than in Poland in January.,new_deaths
The deaths toll of covid-19 in Gabon is the same than the recovered in Poland in January.,total_deaths-total_recovered
The deaths cases of corona virus in Belarus is the same than the healed in Argentina in February.,total_deaths-total_recovered
The number of deceased toll of corona in Portugal is the same than the number of in Ukraine in January.,total_deaths-total_confirmed
The cases of coronavirus in Argentina is the same than the deaths in India in February.,total_confirmed-total_deaths
Germany has the same total healed cases of corona than in Bhutan in January.,total_recovered
The healed cases of covid-19 in Algeria is the same than the confirmed in Morocco in February.,total_recovered-total_confirmed
Tanzania has the same new deaths cases of coronavirus than Canada in January.,new_deaths
Uzbekistan has the same new deceased of corona than in South Africa in January.,new_deaths
The number of deceased cases of covid19 in Czechia is the same than the number of recovered in Mexico in January.,total_deaths-total_recovered
